Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short desBWiption,DesBWiption,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,BWoss-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Meta: _wpcom_is_markdown,Download 1 name,Download 1 URL,Download 2 name,Download 2 URL
simple,BW-1003034,Where the BWawdads Sing,1,0,visible,"This is a simple, virtual product.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vestibulum sagittis orci ac odio dictum tincidunt. Donec ut metus leo. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Sed luctus, dui eu sagittis sodales, nulla nibh sagittis augue, vel porttitor diam enim non metus. Vestibulum aliquam augue neque. Phasellus tincidunt odio eget ullamcorper efficitur. BWas placerat ut turpis pellentesque vulputate. Nam sed consequat tortor. Curabitur finibus sapien dolor. Ut eleifend tellus nec erat pulvinar dignissim. Nam non arcu purus. Vivamus et massa massa.",,,,,1,,0,0,,,,,0,,,9.39,Literature & Fiction >Genre Fiction,,,https://madrasthemes.github.io/assets/bookworm/book-covers/34.jpg,,,,,,,,,,BookAuthor ,Delia Owens,1,1,Format,Hardcover,1,1,1,,,,
simple,BW-1003035,Educated,1,0,visible,"This is a simple, virtual product.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vestibulum sagittis orci ac odio dictum tincidunt. Donec ut metus leo. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Sed luctus, dui eu sagittis sodales, nulla nibh sagittis augue, vel porttitor diam enim non metus. Vestibulum aliquam augue neque. Phasellus tincidunt odio eget ullamcorper efficitur. BWas placerat ut turpis pellentesque vulputate. Nam sed consequat tortor. Curabitur finibus sapien dolor. Ut eleifend tellus nec erat pulvinar dignissim. Nam non arcu purus. Vivamus et massa massa.",,,,,1,,0,0,,,,,0,,,34.99,"Mystery, Thriller & Suspense > Thriller & Suspense",,,https://madrasthemes.github.io/assets/bookworm/book-covers/35.jpg,,,,,,,,,,BookAuthor ,Tara Westover ,1,1,Format,Paperback,1,1,1,,,,
simple,BW-1003036,Milkman: A Novel,1,0,visible,"This is a simple, virtual product.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vestibulum sagittis orci ac odio dictum tincidunt. Donec ut metus leo. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Sed luctus, dui eu sagittis sodales, nulla nibh sagittis augue, vel porttitor diam enim non metus. Vestibulum aliquam augue neque. Phasellus tincidunt odio eget ullamcorper efficitur. BWas placerat ut turpis pellentesque vulputate. Nam sed consequat tortor. Curabitur finibus sapien dolor. Ut eleifend tellus nec erat pulvinar dignissim. Nam non arcu purus. Vivamus et massa massa.",,,,,1,,0,0,,,,,0,,,3.99,Literature & Fiction,,,https://madrasthemes.github.io/assets/bookworm/book-covers/36.jpg,,,,,,,,,,BookAuthor ,Anna Burns ,1,1,Format,Kindle,1,1,1,,,,
simple,BW-1003037,Next Level Basic: The Definitive Basic Bitch Handbook,1,0,visible,"This is a simple, virtual product.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vestibulum sagittis orci ac odio dictum tincidunt. Donec ut metus leo. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Sed luctus, dui eu sagittis sodales, nulla nibh sagittis augue, vel porttitor diam enim non metus. Vestibulum aliquam augue neque. Phasellus tincidunt odio eget ullamcorper efficitur. BWas placerat ut turpis pellentesque vulputate. Nam sed consequat tortor. Curabitur finibus sapien dolor. Ut eleifend tellus nec erat pulvinar dignissim. Nam non arcu purus. Vivamus et massa massa.",,,,,1,,0,0,,,,,0,,4.72,9.99,Biographies & Memoirs > Arts & Literature,,,https://madrasthemes.github.io/assets/bookworm/book-covers/37.jpg,,,,,,,,,,BookAuthor ,Stassi Schroeder,1,1,Format,Kindle,1,1,1,,,,
simple,BW-1003038,Dark Matter: A Mind-Blowing Twisted Thriller,1,0,visible,"This is a simple, virtual product.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vestibulum sagittis orci ac odio dictum tincidunt. Donec ut metus leo. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Sed luctus, dui eu sagittis sodales, nulla nibh sagittis augue, vel porttitor diam enim non metus. Vestibulum aliquam augue neque. Phasellus tincidunt odio eget ullamcorper efficitur. BWas placerat ut turpis pellentesque vulputate. Nam sed consequat tortor. Curabitur finibus sapien dolor. Ut eleifend tellus nec erat pulvinar dignissim. Nam non arcu purus. Vivamus et massa massa.",,,,,1,,0,0,,,,,0,,,13.3,"Mystery, Thriller & Suspense > Thriller & Suspense",,,https://madrasthemes.github.io/assets/bookworm/book-covers/38.jpg,,,,,,,,,,BookAuthor ,Blake Crouch,1,1,Format,Paperback,1,1,1,,,,
simple,BW-1003039,By Invitation Only: A Novel,1,0,visible,"This is a simple, virtual product.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vestibulum sagittis orci ac odio dictum tincidunt. Donec ut metus leo. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Sed luctus, dui eu sagittis sodales, nulla nibh sagittis augue, vel porttitor diam enim non metus. Vestibulum aliquam augue neque. Phasellus tincidunt odio eget ullamcorper efficitur. BWas placerat ut turpis pellentesque vulputate. Nam sed consequat tortor. Curabitur finibus sapien dolor. Ut eleifend tellus nec erat pulvinar dignissim. Nam non arcu purus. Vivamus et massa massa.",,,,,1,,0,0,,,,,0,,,16.78,Literature & Fiction > Genre Fiction,,,https://madrasthemes.github.io/assets/bookworm/book-covers/39.jpg,,,,,,,,,,BookAuthor ,Dorothea Benton Frank,1,1,Format,Hardcover,1,1,1,,,,
simple,BW-1003040,An Irish Country Family: An Irish Country Novel,1,0,visible,"This is a simple, virtual product.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vestibulum sagittis orci ac odio dictum tincidunt. Donec ut metus leo. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Sed luctus, dui eu sagittis sodales, nulla nibh sagittis augue, vel porttitor diam enim non metus. Vestibulum aliquam augue neque. Phasellus tincidunt odio eget ullamcorper efficitur. BWas placerat ut turpis pellentesque vulputate. Nam sed consequat tortor. Curabitur finibus sapien dolor. Ut eleifend tellus nec erat pulvinar dignissim. Nam non arcu purus. Vivamus et massa massa.",,,,,1,,0,0,,,,,0,,,12.59,Literature & Fiction > Genre Fiction,,,https://madrasthemes.github.io/assets/bookworm/book-covers/40.jpg,,,,,,,,,,BookAuthor ,Patrick Taylor,1,1,Format,Paperback,1,1,1,,,,
simple,BW-1003041,Elevation,1,0,visible,"This is a simple, virtual product.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vestibulum sagittis orci ac odio dictum tincidunt. Donec ut metus leo. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Sed luctus, dui eu sagittis sodales, nulla nibh sagittis augue, vel porttitor diam enim non metus. Vestibulum aliquam augue neque. Phasellus tincidunt odio eget ullamcorper efficitur. BWas placerat ut turpis pellentesque vulputate. Nam sed consequat tortor. Curabitur finibus sapien dolor. Ut eleifend tellus nec erat pulvinar dignissim. Nam non arcu purus. Vivamus et massa massa.",,,,,1,,0,0,,,,,0,,,9.75,Literature & Fiction > History & Criticism,,,https://madrasthemes.github.io/assets/bookworm/book-covers/41.jpg,,,,,,,,,,BookAuthor ,Stephen King,1,1,Format,Hardcover,1,1,1,,,,
simple,BW-1003042,The Warhol Incident ,1,0,visible,"This is a simple, virtual product.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vestibulum sagittis orci ac odio dictum tincidunt. Donec ut metus leo. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Sed luctus, dui eu sagittis sodales, nulla nibh sagittis augue, vel porttitor diam enim non metus. Vestibulum aliquam augue neque. Phasellus tincidunt odio eget ullamcorper efficitur. BWas placerat ut turpis pellentesque vulputate. Nam sed consequat tortor. Curabitur finibus sapien dolor. Ut eleifend tellus nec erat pulvinar dignissim. Nam non arcu purus. Vivamus et massa massa.",,,,,1,,0,0,,,,,0,,,14.99,"Mystery, Thriller & Suspense > Mystery",,,https://madrasthemes.github.io/assets/bookworm/book-covers/42.jpg,,,,,,,,,,BookAuthor ,G.K. Parks,1,1,Format,Paperback,1,1,1,,,,
simple,BW-1003043,Conqueror,1,0,visible,"This is a simple, virtual product.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vestibulum sagittis orci ac odio dictum tincidunt. Donec ut metus leo. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Sed luctus, dui eu sagittis sodales, nulla nibh sagittis augue, vel porttitor diam enim non metus. Vestibulum aliquam augue neque. Phasellus tincidunt odio eget ullamcorper efficitur. BWas placerat ut turpis pellentesque vulputate. Nam sed consequat tortor. Curabitur finibus sapien dolor. Ut eleifend tellus nec erat pulvinar dignissim. Nam non arcu purus. Vivamus et massa massa.",,,,,1,,0,0,,,,,0,,,25.88,Literature & Fiction > Genre Fiction,,,https://madrasthemes.github.io/assets/bookworm/book-covers/43.jpg,,,,,,,,,,BookAuthor ,Conn Iggulden,1,1,Format,Hardcover,1,1,1,,,,
simple,BW-1003044,Her: A Psychological Thriller,1,0,visible,"This is a simple, virtual product.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vestibulum sagittis orci ac odio dictum tincidunt. Donec ut metus leo. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Sed luctus, dui eu sagittis sodales, nulla nibh sagittis augue, vel porttitor diam enim non metus. Vestibulum aliquam augue neque. Phasellus tincidunt odio eget ullamcorper efficitur. BWas placerat ut turpis pellentesque vulputate. Nam sed consequat tortor. Curabitur finibus sapien dolor. Ut eleifend tellus nec erat pulvinar dignissim. Nam non arcu purus. Vivamus et massa massa.",,,,,1,,0,0,,,,,0,,,4.78,Literature & Fiction > Genre Fiction,,,https://madrasthemes.github.io/assets/bookworm/book-covers/44.jpg,,,,,,,,,,BookAuthor ,Britney King,1,1,Format,Kindle,1,1,1,,,,
simple,BW-1003045,Dead End Girl: A Gripping Serial Killer Thriller,1,0,visible,"This is a simple, virtual product.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vestibulum sagittis orci ac odio dictum tincidunt. Donec ut metus leo. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Sed luctus, dui eu sagittis sodales, nulla nibh sagittis augue, vel porttitor diam enim non metus. Vestibulum aliquam augue neque. Phasellus tincidunt odio eget ullamcorper efficitur. BWas placerat ut turpis pellentesque vulputate. Nam sed consequat tortor. Curabitur finibus sapien dolor. Ut eleifend tellus nec erat pulvinar dignissim. Nam non arcu purus. Vivamus et massa massa.",,,,,1,,0,0,,,,,0,,,4.04,"Mystery, Thriller & Suspense > Thriller & Suspense",,,https://madrasthemes.github.io/assets/bookworm/book-covers/45.jpg,,,,,,,,,,BookAuthor ,L T Vargus,1,1,Format,Kindle,1,1,1,,,,
simple,BW-1003046,Empire of Silver ,1,0,visible,"This is a simple, virtual product.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vestibulum sagittis orci ac odio dictum tincidunt. Donec ut metus leo. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Sed luctus, dui eu sagittis sodales, nulla nibh sagittis augue, vel porttitor diam enim non metus. Vestibulum aliquam augue neque. Phasellus tincidunt odio eget ullamcorper efficitur. BWas placerat ut turpis pellentesque vulputate. Nam sed consequat tortor. Curabitur finibus sapien dolor. Ut eleifend tellus nec erat pulvinar dignissim. Nam non arcu purus. Vivamus et massa massa.",,,,,1,,0,0,,,,,0,,,20,Literature & Fiction > Genre Fiction,,,https://madrasthemes.github.io/assets/bookworm/book-covers/46.jpg,,,,,,,,,,BookAuthor ,Conn Iggulden,1,1,Format,Hardcover,1,1,1,,,,
simple,BW-1003047,The Divorce: A gripping psychological thriller with a fantastic twist,1,0,visible,"This is a simple, virtual product.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vestibulum sagittis orci ac odio dictum tincidunt. Donec ut metus leo. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Sed luctus, dui eu sagittis sodales, nulla nibh sagittis augue, vel porttitor diam enim non metus. Vestibulum aliquam augue neque. Phasellus tincidunt odio eget ullamcorper efficitur. BWas placerat ut turpis pellentesque vulputate. Nam sed consequat tortor. Curabitur finibus sapien dolor. Ut eleifend tellus nec erat pulvinar dignissim. Nam non arcu purus. Vivamus et massa massa.",,,,,1,,0,0,,,,,0,,,10.99,"Mystery, Thriller & Suspense > Thriller & Suspense",,,https://madrasthemes.github.io/assets/bookworm/book-covers/47.jpg,,,,,,,,,,BookAuthor ,Victoria Jenkins,1,1,Format,Paperback,1,1,1,,,,
simple,BW-1003048,Jonny Appleseed,1,0,visible,"This is a simple, virtual product.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vestibulum sagittis orci ac odio dictum tincidunt. Donec ut metus leo. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Sed luctus, dui eu sagittis sodales, nulla nibh sagittis augue, vel porttitor diam enim non metus. Vestibulum aliquam augue neque. Phasellus tincidunt odio eget ullamcorper efficitur. BWas placerat ut turpis pellentesque vulputate. Nam sed consequat tortor. Curabitur finibus sapien dolor. Ut eleifend tellus nec erat pulvinar dignissim. Nam non arcu purus. Vivamus et massa massa.",,,,,1,,0,0,,,,,0,,,10.17,Literature & Fiction,,,https://madrasthemes.github.io/assets/bookworm/book-covers/48.jpg,,,,,,,,,,BookAuthor ,Joshua Whitehead,1,1,Format,Kindle,1,1,1,,,,
simple,BW-1003049,Isabelle in the Afternoon,1,0,visible,"This is a simple, virtual product.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vestibulum sagittis orci ac odio dictum tincidunt. Donec ut metus leo. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Sed luctus, dui eu sagittis sodales, nulla nibh sagittis augue, vel porttitor diam enim non metus. Vestibulum aliquam augue neque. Phasellus tincidunt odio eget ullamcorper efficitur. BWas placerat ut turpis pellentesque vulputate. Nam sed consequat tortor. Curabitur finibus sapien dolor. Ut eleifend tellus nec erat pulvinar dignissim. Nam non arcu purus. Vivamus et massa massa.",,,,,1,,0,0,,,,,0,,,13.99,Literature & Fiction,,,https://madrasthemes.github.io/assets/bookworm/book-covers/49.jpg,,,,,,,,,,BookAuthor ,Douglas Kennedy,1,1,Format,Kindle,1,1,1,,,,
simple,BW-1003050,Buttermilk Graffiti: A Chef's Journey to Discover America's New Melting-Pot Cuisine,1,0,visible,"This is a simple, virtual product.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vestibulum sagittis orci ac odio dictum tincidunt. Donec ut metus leo. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Sed luctus, dui eu sagittis sodales, nulla nibh sagittis augue, vel porttitor diam enim non metus. Vestibulum aliquam augue neque. Phasellus tincidunt odio eget ullamcorper efficitur. BWas placerat ut turpis pellentesque vulputate. Nam sed consequat tortor. Curabitur finibus sapien dolor. Ut eleifend tellus nec erat pulvinar dignissim. Nam non arcu purus. Vivamus et massa massa.",,,,,1,,0,0,,,,,0,,,10.29,"Cookbooks, Food & Wine > Cooking Education & Reference",,,https://madrasthemes.github.io/assets/bookworm/book-covers/50.jpg,,,,,,,,,,BookAuthor ,Edward Lee,1,1,Format,Paperback,1,1,1,,,,
simple,BW-1003051,All You Can Ever Know: A Memoir,1,0,visible,"This is a simple, virtual product.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vestibulum sagittis orci ac odio dictum tincidunt. Donec ut metus leo. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Sed luctus, dui eu sagittis sodales, nulla nibh sagittis augue, vel porttitor diam enim non metus. Vestibulum aliquam augue neque. Phasellus tincidunt odio eget ullamcorper efficitur. BWas placerat ut turpis pellentesque vulputate. Nam sed consequat tortor. Curabitur finibus sapien dolor. Ut eleifend tellus nec erat pulvinar dignissim. Nam non arcu purus. Vivamus et massa massa.",,,,,1,,0,0,,,,,0,,,10.29,Biographies & Memoirs,,,https://madrasthemes.github.io/assets/bookworm/book-covers/51.jpg,,,,,,,,,,BookAuthor ,Nicole Chung,1,1,Format,Paperback,1,1,1,,,,
